5128|95395406|82021|R|Wells Fargo Bank, N.A.|Wells Fargo Bank, N.A.|FANNIE MAE|3.625|3.625|246000.0|246000.0|234348.49|360|82019|102019|23.0|337.0|330.0|92049.0|85.0|85|2.0|36.0|767.0|763.0|Y|P|PU|1|P|IA|19780|502.0|12.0|FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N|N|||||412.03|1266.28|854.25|||||||||||||||||||762.0|781.0|767.0|777.0|1.0|N||0.0||0.0|N||N|||||A|N|||||||||||||N||7|N|CAS 2020 R02 G2||7||
1443|33229873|82021|R|Other|Other|FANNIE MAE|3.875|3.875|105000.0|103725.97|91736.6|360|32015|52015|76.0|284.0|283.0|42045.0|90.0|90|2.0|32.0|815.0|804.0|N|R|SF|1|P|IN|16980|463.0|25.0|FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N|N|||||198.29|198.29|0.0|||||||||||||||||||807.0|782.0|737.0|802.0|1.0|N||0.0||0.0|||N||||||N|||||||||||||N||7|N|CAS 2016 C03 G2||7||
1473|40837377|82021|C|Other|Pingora Loan Servicing, LLC|FANNIE MAE|4.625|4.625|238000.0|234629.13|211659.69|360|62016|82016|61.0|299.0|286.0|72046.0|70.0|70|1.0|39.0|704.0||N|C|PU|1|I|CO|19740|800.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||407.34|407.34|0.0|||||||||||||||||||618.0||752.0|||N||0.0||0.0|||N||||||N|||||||||||||N||7|N|CAS 2017 C03 G1||7||
1474|41378070|82021|C|Truist Bank (formerly SunTrust Bank)|Truist Bank (formerly SunTrust Bank)|FANNIE MAE|3.75|3.75|409000.0|406027.37|370177.64|360|102016|122016|57.0|303.0|303.0|112046.0|95.0|95|1.0|14.0|763.0||N|R|PU|1|P|FL|35840|342.0|30.0|FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N|Y|||||732.74|732.74|0.0|||||||||||||||||||776.0||747.0||1.0|N||0.0||0.0|N||N||||||N|||||||||||||N||7|N|CAS 2017 C04 G2||7||
5228|125559711|82021|R|Other|Other|FANNIE MAE|3.09|3.09|314000.0|309175.28|309175.28|360|102020|122020|9.0|351.0|351.0|112050.0|63.0|63|2.0|33.0|753.0|760.0|N|C|SF|1|P|OH|17140|451.0||FRM|N|N|||0.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXX00000000000000000000|N|||||||||||||||||||||||||||817.0|742.0|817.0|742.0||N||0.0||0.0|N||N|||||A|N|||||||||||||N||7|N|CAS 2021 R01 G1||7||
5124|94867529|82021|R|Other|Other|FANNIE MAE|4.25|4.25|232000.0|230000.0|223310.96|360|52019|72019|26.0|334.0|334.0|62049.0|66.0|66|1.0|26.0|817.0||N|C|SF|1|P|CO|19740|800.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||349.17|349.17|0.0|||||||||||||||||||805.0||807.0|||N||0.0||0.0|N||N|||||A|N|||||||||||||N||7|N|CAS 2020 R01 G1||7||
1410|29593639|82021|C|Ditech Financial LLC|New Residential Mortgage LLC|FANNIE MAE|4.375|4.375|324000.0|318656.54|280384.81|360|82014|102014|83.0|277.0|275.0|92044.0|79.0|79|1.0|46.0|777.0||N|P|PU|1|P|CO|19740|801.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||593.28|593.28|0.0|||||||||||||||||||816.0||812.0|||N||0.0||0.0|||N||||||N|||||||||||||N||7|N|CAS 2015 C04 G1||7||
1486|43762501|82021|C|Wells Fargo Bank, N.A.|Wells Fargo Bank, N.A.|FANNIE MAE|3.875|3.875|296000.0|292814.95|264953.45|360|112016|12017|56.0|304.0|296.0|122046.0|80.0|80|2.0|35.0|802.0|802.0|N|C|SF|1|P|IL|16980|601.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||534.44|581.85|47.41|||||||||||||||||||798.0|798.0|787.0|797.0||N||0.0||0.0|N||N||||||N|||||||||||||N||7|N|CAS 2017 C06 G1||7||
1387|25080326|82021|B|Provident Funding Associates, L.P.|Provident Funding Associates, L.P.|FANNIE MAE|3.375|3.375|417000.0|408825.59|340555.45|360|42013|62013|99.0|261.0|261.0|52043.0|62.0|62|1.0|42.0|785.0||N|R|SF|1|P|CA|41860|945.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||883.24|883.24|0.0|||||||||||||||||||731.0||787.0|||N||||0.0|||N||||||N|||||||||||||N||7|N|CAS 2014 C03 G1||7||
5228|125682735|82021|R|Other|Other|FANNIE MAE|2.75|2.75|219000.0|214942.6|214942.6|360|102020|122020|9.0|351.0|351.0|112050.0|79.0|79|1.0|46.0|742.0||N|R|PU|1|P|NC|16740|280.0||FRM|N|N|||0.0|XXXXXXXXXXXXXXXXXXXXXXXXXX0000000000000000000000|N|||||||||||||||||||||||||||757.0||757.0|||N||0.0||0.0|N||N|||||A|N|||||||||||||N||7|N|CAS 2021 R01 G1||7||
1519|90639857|82021|C|Truist Bank (formerly SunTrust Bank)|Truist Bank (formerly SunTrust Bank)|FANNIE MAE|3.875|3.875|225000.0|223000.0|89038.79|360|102017|122017|45.0|315.0|99.0|112047.0|74.0|74|1.0|41.0|724.0||N|P|SF|1|P|NJ|35620|88.0||FRM|N|N|||0.0|000000000100000000000000000000000000000000000000|N||||||768.03|768.03|0.0|||||||||||||||||||762.0||717.0|||N||0.0||0.0|N||N|||||A|N|||||||||||||N||7|N|CAS 2018 C05 G1||7||
1387|25173344|82021|C|Other|Other|FANNIE MAE|3.5|3.5|75000.0|73869.52|61688.65|360|52013|72013|98.0|262.0|262.0|62043.0|80.0|80|1.0|34.0|786.0||N|R|SF|1|P|WI|0|549.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||157.3|157.3|0.0|||||||||||||||||||727.0||612.0|||N||||0.0|||N||||||N|||||||||||||N||7|N|CAS 2014 C03 G1||7||
5123|94196587|82021|R|Wells Fargo Bank, N.A.|Wells Fargo Bank, N.A.|FANNIE MAE|4.0|4.0|186000.0|158717.01|150189.84|360|52012|72012|110.0|250.0|250.0|62042.0|80.0|80|2.0||801.0|786.0|N|R|PU|1|P|TN|34980|370.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||384.48|384.48|0.0|||||||||||||||||||817.0|816.0|807.0|797.0||N||0.0||0.0|N||N||||||N|||||||||||||N||7|N|CAS 2019-HRP1||7||
1399|27492560|82021|R|Wells Fargo Bank, N.A.|Wells Fargo Bank, N.A.|FANNIE MAE|4.875|4.875|92000.0|90359.83|78783.68|360|122013|22014|91.0|269.0|265.0|12044.0|80.0|80|2.0|15.0|797.0|801.0|N|P|SF|1|I|MT|0|593.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||0.0|0.0|0.0|||||||||||||||||||813.0|810.0|797.0|807.0||N||||0.0|||N||||||N|||||||||||||N||7|N|CAS 2015 C02 G1||7||
1469|39477210|82021|C|Wells Fargo Bank, N.A.|Wells Fargo Bank, N.A.|FANNIE MAE|3.5|3.5|238000.0|235240.96|212139.04|360|62016|82016|61.0|299.0|298.0|72046.0|95.0|95|2.0|40.0|789.0|776.0|N|P|SF|1|P|MN|33460|551.0|30.0|FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N|N|||||446.44|446.44|0.0|||||||||||||||||||792.0|777.0|802.0|802.0|1.0|N||0.0||0.0|||N||||||N|||||||||||||N||7|N|CAS 2017 C02 G2||7||
5123|94568767|82021|R|Other|Other|FANNIE MAE|4.375|4.375|115000.0|87067.32|76223.83|360|52012|72012|110.0|250.0|182.0|62042.0|45.0|45|2.0||809.0|809.0|N|R|SF|1|I|CA|0|955.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||295.38|520.2|224.82|||||||||||||||||||769.0|788.0|777.0|802.0||N||0.0||0.0|N||N||||||N|||||||||||||N||7|N|CAS 2019-HRP1||7||
1501|90050196|82021|R|Other|Other|FANNIE MAE|4.45|4.45|201000.0|200569.24|163980.81|360|72017|92017|48.0|312.0|248.0|82047.0|75.0|75|2.0|28.0|792.0|803.0|N|P|SF|1|I|WI|31540|537.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||404.76|404.76|0.0|||||||||||||||||||797.0|783.0|797.0|787.0||N||0.0||0.0|N||N|||||A|N|||||||||||||N||7|N|CAS 2018 C01 G1||7||
5123|94315697|82021|R|Other|Other|FANNIE MAE|4.0|4.0|217000.0|184070.1|145817.37|360|32012|52012|112.0|248.0|191.0|42042.0|67.0|77|2.0||746.0|678.0|N|R|SF|1|P|FL|45300|346.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||546.68|546.68|0.0|||||||||||||||||||790.0|726.0|802.0|777.0||N||0.0||0.0|N||N||||||N|||||||||||||N||7|N|CAS 2019-HRP1||7||
1392|25931877|82021|R|Wells Fargo Bank, N.A.|Wells Fargo Bank, N.A.|FANNIE MAE|3.5|3.5|164000.0|157160.98|106382.11|360|62013|82013|97.0|263.0|188.0|72043.0|80.0|80|1.0|30.0|731.0||Y|P|CP|1|P|NY|35620|105.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||423.38|687.71|264.33|||||||||||||||||||780.0||787.0|||N||||0.0|||N||||||N|||||||||||||N||7|N|CAS 2014 C04 G1||7||
1449|34606818|82021|R|Other|Other|FANNIE MAE|4.625|4.625|23000.0|22294.92|16471.16|360|92015|112015|70.0|290.0|207.0|102045.0|75.0|75|1.0|32.0|695.0||N|P|SF|1|I|TX|11100|791.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||52.0|52.0|0.0|||||||||||||||||||699.0||732.0|||N||0.0||0.0|||N||||||N|||||||||||||N||7|N|CAS 2016 C04 G1||7||
5123|94062764|82021|R|JPMorgan Chase Bank, National Association|JPMorgan Chase Bank, NA|FANNIE MAE|5.125|5.125|73000.0|61976.69|58717.05|360|52011|72011|122.0|238.0|237.0|62041.0|72.0|72|2.0||811.0|815.0|N|R|SF|1|P|TX|12420|786.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||143.47|153.84|10.37|||||||||||||||||||749.0|758.0|727.0|727.0||N||0.0||0.0|N||N||||||N|||||||||||||N||7|N|CAS 2019-HRP1||7||
1392|25999105|82021|R|Other|Other|FANNIE MAE|4.125|4.125|81000.0|79112.91|67761.07|360|82013|102013|95.0|265.0|265.0|92043.0|66.0|66|1.0|28.0|790.0||N|R|SF|1|P|IN|26900|462.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||156.67|156.68|0.01|||||||||||||||||||809.0||792.0|||N||||0.0|||N||||||N|||||||||||||N||7|N|CAS 2014 C04 G1||7||
1372|23024860|82021|C|Flagstar Capital Markets Corporation|Matrix Financial Services Corporation|FANNIE MAE|3.875|3.875|574000.0|564546.56|463597.88|360|82012|102012|107.0|253.0|251.0|92042.0|72.0|72|2.0|24.0|748.0|757.0|N|R|SF|1|P|NJ|35620|79.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||1198.22|1203.24|5.02|||||||||||||||||||766.0|766.0|797.0|797.0||Y||||0.0|||N||||||Y|||||||||||||N||7|N|CAS 2013 C01 G1||7||
1518|90580055|82021|C|JPMorgan Chase Bank, National Association|JPMorgan Chase Bank, NA|FANNIE MAE|4.125|4.125|251000.0|249000.0|234034.37|360|102017|122017|45.0|315.0|315.0|112047.0|97.0|97|2.0|35.0|748.0|763.0|Y|P|SF|1|P|MN|33460|553.0|35.0|FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N|N|||||411.68|411.68|0.0|||||||||||||||||||734.0|771.0|712.0|752.0|1.0|N||0.0||0.0|N||N|||||A|N|||||||||||||N||7|N|CAS 2018 C04 G2||7||
1473|40920235|82021|R|Other|Other|FANNIE MAE|3.625|3.625|124000.0|122630.28|111314.83|360|82016|102016|59.0|301.0|301.0|92046.0|75.0|75|1.0|42.0|755.0||Y|P|CO|1|P|MN|33460|554.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||226.73|226.73|0.0|||||||||||||||||||734.0||807.0|||N||0.0||0.0|||N||||||N|||||||||||||N||7|N|CAS 2017 C03 G1||7||
1484|43024248|82021|R|Wells Fargo Bank, N.A.|Wells Fargo Bank, N.A.|FANNIE MAE|3.75|3.75|148000.0|146423.21|133847.04|360|92016|112016|58.0|302.0|302.0|102046.0|80.0|80|1.0|35.0|738.0||N|P|SF|1|S|AZ|38060|850.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||266.32|266.32|0.0|||||||||||||||||||732.0||797.0|||N||0.0||0.0|N||N||||||N|||||||||||||N||7|N|CAS 2017 C05 G1||7||
1383|24078512|82021|R|Wells Fargo Bank, N.A.|Wells Fargo Bank, N.A.|FANNIE MAE|3.625|3.625|196000.0|191060.62|140162.02|360|112012|12013|104.0|256.0|213.0|122042.0|80.0|80|2.0|14.0|762.0|771.0|N|R|SF|1|P|TX|26420|773.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||468.74|568.74|100.0|||||||||||||||||||793.0|805.0|807.0|812.0||N||||0.0|||N||||||N|||||||||||||N||7|N|CAS 2014 C02 G1||7||
5114|92439363|82021|B|Other|Other|FANNIE MAE|5.125|5.125|380000.0|377000.0|363051.72|360|92018|112018|34.0|326.0|325.0|102048.0|91.0|91|2.0|35.0|711.0|731.0|N|R|SF|1|P|NY|35620|119.0|30.0|FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N|N|||||513.5|1173.99|660.49|||||||||||||||||||737.0|683.0|757.0|762.0|1.0|N||0.0||0.0|N||N|||||A|N|||||||||||||N||7|N|CAS 2019 R04 G2||7||
5124|94933594|82021|C|Other|Other|FANNIE MAE|3.75|3.75|265000.0|264000.0|255497.33|360|82019|102019|23.0|337.0|337.0|92049.0|80.0|80|1.0|34.0|795.0||N|R|SF|1|P|WA|38900|986.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||427.49|427.49|0.0|||||||||||||||||||789.0||807.0|||N||0.0||0.0|N||N|||||W|N|||||||||||||N||7|N|CAS 2020 R01 G1||7||
5228|125663412|82021|R|Other|Other|FANNIE MAE|2.99|2.99|215000.0|209741.23|209741.23|360|92020|112020|10.0|350.0|346.0|102050.0|70.0|70|1.0|25.0|803.0||N|C|PU|1|P|NV|29820|890.0||FRM|N|N|||0.0|XXXXXXXXXXXXXXXXXXXXXXXXXX0000000000000000000000|N|||||||||||||||||||||||||||807.0||807.0|||N||0.0||0.0|N||N|||||W|N|||||||||||||N||7|N|CAS 2021 R01 G1||7||
1453|34981382|82021|R|Rocket Mortgage, LLC|Rocket Mortgage, LLC|FANNIE MAE|4.5|4.5|300000.0|295710.7|266609.47|360|62015|82015|73.0|287.0|287.0|72045.0|97.0|97|2.0|29.0|801.0|794.0|Y|P|CO|1|P|VA|47900|222.0|35.0|FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N|N|||||0.0|0.0|0.0|||||||||||||||||||802.0|815.0|777.0|802.0|2.0|N||0.0||0.0|||N||||||N|||||||||||||N||7|N|CAS 2016 C05 G2||7||
5123|94010660|82021|R|JPMorgan Chase Bank, National Association|JPMorgan Chase Bank, NA|FANNIE MAE|4.625|4.625|295000.0|208429.81|181957.11|240|102011|122011|117.0|123.0|121.0|112031.0|72.0|72|2.0||719.0|785.0|N|R|SF|4|I|CA|41860|947.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||1180.44|1180.44|0.0|||||||||||||||||||801.0|797.0|802.0|772.0||N||0.0||0.0|N||N||||||N|||||||||||||N||7|N|CAS 2019-HRP1||7||
1397|26971951|82021|R|Wells Fargo Bank, N.A.|Wells Fargo Bank, N.A.|FANNIE MAE|4.25|4.25|132000.0|127974.78|104417.23|324|72013|92013|96.0|228.0|220.0|82040.0|80.0|80|2.0|44.0|783.0|791.0|N|C|SF|1|P|WI|0|530.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||314.22|431.65|117.43|||||||||||||||||||774.0|780.0|697.0|762.0||N||||0.0|||N||||||N|||||||||||||N||7|N|CAS 2015 C01 G1||7||
1378|23462951|82021|B|Other|Matrix Financial Services Corporation|FANNIE MAE|3.25|3.25|252000.0|247806.94|202866.49|360|122012|22013|103.0|257.0|257.0|12043.0|80.0|80|2.0|44.0|762.0|800.0|N|P|PU|1|P|OR|38900|972.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||545.81|545.81|0.0|||||||||||||||||||773.0|777.0|802.0|802.0||Y||||0.0|||N||||||N|||||||||||||N||7|N|CAS 2014 C01 G1||7||
5123|94286921|82021|B|Other|Other|FANNIE MAE|3.125|3.125|120000.0|63882.76|48773.82|180|52012|72012|110.0|70.0|64.0|62027.0|79.0|79|2.0||774.0|765.0|N|R|SF|1|P|OH|18140|432.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||0.0|0.0|0.0|||||||||||||||||||799.0|796.0|787.0|797.0||N||0.0||0.0|N||N||||||N|||||||||||||N||7|N|CAS 2019-HRP1||7||
1443|33204975|82021|C|Wells Fargo Bank, N.A.|Wells Fargo Bank, N.A.|FANNIE MAE|3.875|3.875|123000.0|120718.08|107026.43|360|32015|52015|76.0|284.0|284.0|42045.0|95.0|95|1.0|32.0|767.0||N|P|CO|1|P|MN|33460|550.0|30.0|FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N|N|||||229.93|229.93|0.0|||||||||||||||||||761.0||787.0||1.0|N||0.0||0.0|||N||||||N|||||||||||||N||7|N|CAS 2016 C03 G2||7||
1473|40746574|82021|R|Wells Fargo Bank, N.A.|Wells Fargo Bank, N.A.|FANNIE MAE|4.125|4.125|217000.0|214936.5|196379.02|360|62016|82016|61.0|299.0|299.0|72046.0|71.0|71|1.0|35.0|734.0||N|C|PU|1|P|GA|12060|305.0||FRM|N|N|||0.0|000000000000000000010000000000000000000000000000|N||||||375.84|375.84|0.0|||||||||||||||||||748.0||797.0|||N||0.0||0.0|||N||||||N|||||||||||||N||7|N|CAS 2017 C03 G1||7||
1461|36881942|82021|R|Caliber Home Loans, Inc.|Caliber Home Loans, Inc.|FANNIE MAE|3.99|3.99|337000.0|334228.19|295714.07|360|22016|42016|65.0|295.0|285.0|32046.0|95.0|95|2.0|45.0|779.0|717.0|N|P|SF|1|P|WA|14740|983.0|30.0|FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N|Y|||||0.0|0.0|0.0|||||||||||||||||||794.0|724.0|692.0|762.0|1.0|N||0.0||0.0|||N||||||N|||||||||||||N||7|N|CAS 2016 C07 G2||7||
